X,CH1,CH2,
Second,Volt,Volt,
1.10200e-04,2.00e-01,5.20e+00,
1.10300e-04,2.00e-01,5.20e+00,
1.10400e-04,2.00e-01,5.20e+00,
1.10500e-04,2.00e-01,5.00e+00,
1.10600e-04,2.00e-01,5.20e+00,
1.10700e-04,2.00e-01,5.20e+00,
1.10800e-04,2.00e-01,5.20e+00,
1.10900e-04,2.00e-01,5.20e+00,
1.11000e-04,2.00e-01,5.20e+00,
1.11100e-04,2.00e-01,5.00e+00,
1.11200e-04,2.00e-01,5.20e+00,
1.11300e-04,2.00e-01,5.20e+00,
1.11400e-04,2.00e-01,5.20e+00,
1.11500e-04,2.00e-01,5.00e+00,
1.11600e-04,2.00e-01,2.80e+00,
1.11700e-04,2.00e-01,4.00e-01,
1.11800e-04,2.00e-01,2.00e-01,
1.11900e-04,2.00e-01,0.00e+00,
1.12000e-04,2.00e-01,2.00e-01,
1.12100e-04,2.00e-01,2.00e-01,
1.12200e-04,2.00e-01,2.00e-01,
1.12300e-04,2.00e-01,2.00e-01,
1.12400e-04,2.00e-01,4.00e-01,
1.12500e-04,2.00e-01,4.00e-01,
1.12600e-04,4.00e-01,4.00e-01,
1.12700e-04,4.00e-01,2.00e-01,
1.12800e-04,4.00e-01,4.00e-01,
1.12900e-04,2.00e-01,4.00e-01,
1.13000e-04,2.00e-01,4.00e-01,
1.13100e-04,2.00e-01,2.00e-01,
1.13200e-04,2.00e-01,4.00e-01,
1.13300e-04,2.00e-01,4.00e-01,
1.13400e-04,2.00e-01,4.00e-01,
1.13500e-04,2.00e-01,2.00e-01,
1.13600e-04,2.00e-01,4.00e-01,
1.13700e-04,2.00e-01,4.00e-01,
1.13800e-04,2.00e-01,4.00e-01,
1.13900e-04,2.00e-01,2.00e-01,
1.14000e-04,2.00e-01,2.00e-01,
1.14100e-04,2.00e-01,2.00e-01,
1.14200e-04,2.00e-01,2.00e-01,
1.14300e-04,2.00e-01,2.00e-01,
1.14400e-04,2.00e-01,4.00e-01,
1.14500e-04,2.00e-01,4.00e-01,
1.14600e-04,2.00e-01,4.00e-01,
1.14700e-04,2.00e-01,2.00e-01,
1.14800e-04,2.00e-01,4.00e-01,
1.14900e-04,2.00e-01,4.00e-01,
1.15000e-04,2.00e-01,4.00e-01,
1.15100e-04,2.00e-01,4.00e-01,
1.15200e-04,2.00e-01,4.00e-01,
1.15300e-04,2.00e-01,4.00e-01,
1.15400e-04,2.00e-01,4.00e-01,
1.15500e-04,2.00e-01,4.00e-01,
1.15600e-04,2.00e-01,6.00e-01,
1.15700e-04,2.00e-01,6.00e-01,
1.15800e-04,2.00e-01,6.00e-01,
1.15900e-04,2.00e-01,4.00e-01,
1.16000e-04,2.00e-01,2.60e+00,
1.16100e-04,2.00e-01,4.60e+00,
1.16200e-04,3.00e+00,5.20e+00,
1.16300e-04,5.80e+00,5.80e+00,
1.16400e-04,5.40e+00,5.60e+00,
1.16500e-04,5.00e+00,5.20e+00,
1.16600e-04,5.00e+00,5.20e+00,
1.16700e-04,5.00e+00,5.00e+00,
1.16800e-04,5.00e+00,5.20e+00,
