X,CH1,CH2,
Second,Volt,Volt,
-5.26600e-04,-2.00e-01,4.88e+00,
-5.24600e-04,2.00e-01,5.20e+00,
-5.22600e-04,-2.00e-01,4.96e+00,
-5.20600e-04,2.00e-01,-4.00e-01,
-5.18600e-04,-2.00e-01,2.40e-01,
-5.16600e-04,4.60e+00,2.40e-01,
-5.14600e-04,4.60e+00,2.40e-01,
-5.12600e-04,-6.00e-01,5.20e+00,
-5.10600e-04,-2.00e-01,5.12e+00,
-5.08600e-04,0.00e+00,1.60e-01,
-5.06600e-04,0.00e+00,2.40e-01,
-5.04600e-04,-2.00e-01,-7.99e-02,
-5.02600e-04,0.00e+00,7.99e-02,
-5.00600e-04,-1.20e+00,5.12e+00,
-4.98600e-04,-2.00e-01,4.88e+00,
-4.96600e-04,2.00e-01,5.12e+00,
-4.94600e-04,-2.00e-01,4.96e+00,
-4.92600e-04,0.00e+00,0.00e+00,
-4.90600e-04,-2.00e-01,2.40e-01,
-4.88600e-04,2.00e-01,1.60e+00,
-4.86600e-04,2.00e-01,2.40e-01,
-4.84600e-04,-2.00e-01,5.12e+00,
-4.82600e-04,-2.00e-01,5.12e+00,
-4.80600e-04,2.00e-01,-4.00e-01,
-4.78600e-04,-2.00e-01,1.60e-01,
-4.76600e-04,4.60e+00,2.40e-01,
-4.74600e-04,-2.00e-01,2.40e-01,
-4.72600e-04,0.00e+00,5.20e+00,
-4.70600e-04,-2.00e-01,4.88e+00,
-4.68600e-04,2.00e-01,5.20e+00,
-4.66600e-04,-2.00e-01,4.96e+00,
-4.64600e-04,0.00e+00,1.60e-01,
-4.62600e-04,-2.00e-01,2.40e-01,
-4.60600e-04,2.00e-01,5.60e-01,
-4.58600e-04,-4.00e-01,1.60e-01,
-4.56600e-04,2.00e-01,5.04e+00,
-4.54600e-04,0.00e+00,5.12e+00,
-4.52600e-04,-2.00e-01,7.99e-02,
-4.50600e-04,-2.00e-01,2.40e-01,
-4.48600e-04,2.00e-01,1.04e+00,
-4.46600e-04,0.00e+00,2.40e-01,
-4.44600e-04,-6.00e-01,5.12e+00,
-4.42600e-04,-2.00e-01,4.88e+00,
-4.40600e-04,4.60e+00,5.12e+00,
-4.38600e-04,4.60e+00,4.96e+00,
-4.36600e-04,-2.00e-01,-2.40e-01,
-4.34600e-04,-2.00e-01,1.60e-01,
-4.32600e-04,2.00e-01,3.20e-01,
-4.30600e-04,-2.00e-01,5.12e+00,
-4.28600e-04,0.00e+00,4.96e+00,
-4.26600e-04,4.60e+00,5.12e+00,
-4.24600e-04,-2.00e-01,-7.99e-02,
-4.22600e-04,-2.00e-01,1.60e-01,
-4.20600e-04,0.00e+00,8.80e-01,
-4.18600e-04,-2.00e-01,1.60e-01,
-4.16600e-04,0.00e+00,5.12e+00,
-4.14600e-04,-2.00e-01,4.88e+00,
-4.12600e-04,0.00e+00,5.20e+00,
-4.10600e-04,-2.00e-01,4.96e+00,
