X,CH1,CH2,
Second,Volt,Volt,
-1.40440e-03,5.00e+00,2.40e-01,
-1.40340e-03,5.00e+00,2.40e-01,
-1.40240e-03,5.00e+00,2.40e-01,
-1.40140e-03,0.00e+00,5.20e+00,
-1.40040e-03,2.00e-01,4.96e+00,
-1.39940e-03,0.00e+00,4.88e+00,
-1.39840e-03,2.00e-01,5.20e+00,
-1.39740e-03,4.00e-01,4.88e+00,
-1.39640e-03,2.00e-01,4.96e+00,
-1.39540e-03,5.20e+00,5.60e-01,
-1.39440e-03,4.80e+00,1.60e-01,
-1.39340e-03,5.20e+00,2.40e-01,
-1.39240e-03,4.80e+00,-7.99e-02,
-1.39140e-03,5.20e+00,3.20e-01,
-1.39040e-03,4.80e+00,2.40e-01,
-1.38940e-03,5.20e+00,2.40e-01,
-1.38840e-03,4.80e+00,2.40e-01,
-1.38740e-03,5.00e+00,5.20e+00,
-1.38640e-03,4.00e-01,4.96e+00,
-1.38540e-03,0.00e+00,4.96e+00,
-1.38440e-03,4.00e-01,4.96e+00,
-1.38340e-03,2.00e-01,5.04e+00,
-1.38240e-03,4.00e-01,4.96e+00,
-1.38140e-03,5.00e+00,4.88e+00,
